OfficialNames,CanonicalSmiles,uM
"China Approved Name=dimercaptosuccinic acid,WHO Essential Medicine=succimer,FDA Approved Drug=SUCCIMER",C(C(C(=O)[O-])S)(C(=O)[O-])S,5.56
"China Approved Name=dimercaptosuccinic acid,WHO Essential Medicine=succimer,FDA Approved Drug=SUCCIMER",C(C(C(=O)[O-])S)(C(=O)[O-])S,11.11
"China Approved Name=dimercaptosuccinic acid,WHO Essential Medicine=succimer,FDA Approved Drug=SUCCIMER",C(C(C(=O)[O-])S)(C(=O)[O-])S,22.22
FDA Approved Drug=ACAMPROSATE CALCIUM,CC(=O)NCCCS(=O)(=O)[O-],1.39
FDA Approved Drug=ACAMPROSATE CALCIUM,CC(=O)NCCCS(=O)(=O)[O-],2.78
FDA Approved Drug=ACAMPROSATE CALCIUM,CC(=O)NCCCS(=O)(=O)[O-],5.56
FDA Approved Drug=ACAMPROSATE CALCIUM,CC(=O)NCCCS(=O)(=O)[O-],11.11
FDA Approved Drug=ACAMPROSATE CALCIUM,CC(=O)NCCCS(=O)(=O)[O-],22.22
"US Illegal/Scheduled Drug (Schedule 1)=3,4-methylenedioxyamphetamine",CC(Cc1ccc2c(c1)OCO2)[NH3+],1.39
"US Illegal/Scheduled Drug (Schedule 1)=3,4-methylenedioxyamphetamine",CC(Cc1ccc2c(c1)OCO2)[NH3+],2.78
"US Illegal/Scheduled Drug (Schedule 1)=3,4-methylenedioxyamphetamine",CC(Cc1ccc2c(c1)OCO2)[NH3+],5.56
"US Illegal/Scheduled Drug (Schedule 1)=3,4-methylenedioxyamphetamine",CC(Cc1ccc2c(c1)OCO2)[NH3+],11.11
"US Illegal/Scheduled Drug (Schedule 1)=3,4-methylenedioxyamphetamine",CC(Cc1ccc2c(c1)OCO2)[NH3+],22.22
Traditional Herbal Isolate=candicine,C[N+](C)(C)CCc1ccc(cc1)O,1.39
Traditional Herbal Isolate=candicine,C[N+](C)(C)CCc1ccc(cc1)O,2.78
Traditional Herbal Isolate=candicine,C[N+](C)(C)CCc1ccc(cc1)O,5.56
Traditional Herbal Isolate=candicine,C[N+](C)(C)CCc1ccc(cc1)O,11.11
Traditional Herbal Isolate=candicine,C[N+](C)(C)CCc1ccc(cc1)O,22.22
Traditional Herbal Isolate=l-methylephedrine,C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C,1.39
Traditional Herbal Isolate=l-methylephedrine,C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C,2.78
Traditional Herbal Isolate=l-methylephedrine,C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C,5.56
Traditional Herbal Isolate=l-methylephedrine,C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C,11.11
Traditional Herbal Isolate=l-methylephedrine,C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C,22.22
China Approved Name=methoxyphenamine,CC(Cc1ccccc1OC)[NH2+]C,1.39
China Approved Name=methoxyphenamine,CC(Cc1ccccc1OC)[NH2+]C,2.78
China Approved Name=methoxyphenamine,CC(Cc1ccccc1OC)[NH2+]C,5.56
China Approved Name=methoxyphenamine,CC(Cc1ccccc1OC)[NH2+]C,11.11
China Approved Name=methoxyphenamine,CC(Cc1ccccc1OC)[NH2+]C,22.22
"Australia Approved Name=MEXILETINE,FDA Approved Drug=MEXILETINE HYDROCHLORIDE",Cc1cccc(c1OCC(C)[NH3+])C,1.39
"Australia Approved Name=MEXILETINE,FDA Approved Drug=MEXILETINE HYDROCHLORIDE",Cc1cccc(c1OCC(C)[NH3+])C,2.78
"Australia Approved Name=MEXILETINE,FDA Approved Drug=MEXILETINE HYDROCHLORIDE",Cc1cccc(c1OCC(C)[NH3+])C,5.56
"Australia Approved Name=MEXILETINE,FDA Approved Drug=MEXILETINE HYDROCHLORIDE",Cc1cccc(c1OCC(C)[NH3+])C,11.11
"Australia Approved Name=MEXILETINE,FDA Approved Drug=MEXILETINE HYDROCHLORIDE",Cc1cccc(c1OCC(C)[NH3+])C,22.22
Indian Approved Name=prothionamide;protionamide,CCCc1cc(ccn1)C(=S)N,1.39
Indian Approved Name=prothionamide;protionamide,CCCc1cc(ccn1)C(=S)N,2.78
Indian Approved Name=prothionamide;protionamide,CCCc1cc(ccn1)C(=S)N,5.56
Indian Approved Name=prothionamide;protionamide,CCCc1cc(ccn1)C(=S)N,11.11
Indian Approved Name=prothionamide;protionamide,CCCc1cc(ccn1)C(=S)N,22.22
FDA Approved Drug=RIMANTADINE HYDROCHLORIDE,CC(C12CC3CC(C1)CC(C3)C2)[NH3+],1.39
FDA Approved Drug=RIMANTADINE HYDROCHLORIDE,CC(C12CC3CC(C1)CC(C3)C2)[NH3+],2.78
FDA Approved Drug=RIMANTADINE HYDROCHLORIDE,CC(C12CC3CC(C1)CC(C3)C2)[NH3+],5.56
FDA Approved Drug=RIMANTADINE HYDROCHLORIDE,CC(C12CC3CC(C1)CC(C3)C2)[NH3+],11.11
FDA Approved Drug=RIMANTADINE HYDROCHLORIDE,CC(C12CC3CC(C1)CC(C3)C2)[NH3+],22.22
"Indian Approved Name=memantine,FDA Approved Drug=MEMANTINE;MEMANTINE HYDROCHLORIDE",CC12CC3CC(C1)(CC(C3)(C2)[NH3+])C,1.39
"Indian Approved Name=memantine,FDA Approved Drug=MEMANTINE;MEMANTINE HYDROCHLORIDE",CC12CC3CC(C1)(CC(C3)(C2)[NH3+])C,2.78
"Indian Approved Name=memantine,FDA Approved Drug=MEMANTINE;MEMANTINE HYDROCHLORIDE",CC12CC3CC(C1)(CC(C3)(C2)[NH3+])C,5.56
"Indian Approved Name=memantine,FDA Approved Drug=MEMANTINE;MEMANTINE HYDROCHLORIDE",CC12CC3CC(C1)(CC(C3)(C2)[NH3+])C,11.11
"Indian Approved Name=memantine,FDA Approved Drug=MEMANTINE;MEMANTINE HYDROCHLORIDE",CC12CC3CC(C1)(CC(C3)(C2)[NH3+])C,22.22
Traditional Herbal Isolate=veratric acid,COc1ccc(cc1OC)C(=O)[O-],1.39
Traditional Herbal Isolate=veratric acid,COc1ccc(cc1OC)C(=O)[O-],2.78
Traditional Herbal Isolate=veratric acid,COc1ccc(cc1OC)C(=O)[O-],5.56
Traditional Herbal Isolate=veratric acid,COc1ccc(cc1OC)C(=O)[O-],11.11
Traditional Herbal Isolate=veratric acid,COc1ccc(cc1OC)C(=O)[O-],22.22
"Traditional Herbal Isolate=tyrosine,Indian Approved Name=glatiramer acetate;glatiramer acetrate,FDA Approved Drug=GLATIRAMER ACETATE;TYROSINE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])O,1.39
"Traditional Herbal Isolate=tyrosine,Indian Approved Name=glatiramer acetate;glatiramer acetrate,FDA Approved Drug=GLATIRAMER ACETATE;TYROSINE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])O,2.78
"Traditional Herbal Isolate=tyrosine,Indian Approved Name=glatiramer acetate;glatiramer acetrate,FDA Approved Drug=GLATIRAMER ACETATE;TYROSINE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])O,5.56
"Traditional Herbal Isolate=tyrosine,Indian Approved Name=glatiramer acetate;glatiramer acetrate,FDA Approved Drug=GLATIRAMER ACETATE;TYROSINE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])O,11.11
"Traditional Herbal Isolate=tyrosine,Indian Approved Name=glatiramer acetate;glatiramer acetrate,FDA Approved Drug=GLATIRAMER ACETATE;TYROSINE",c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])O,22.22
"China Approved Name=pyridostigmine,WHO Essential Medicine=pyridostigmine,Indian Approved Name=pyridostigmine,FDA Approved Drug=PYRIDOSTIGMINE BROMIDE",C[n+]1cccc(c1)OC(=O)N(C)C,1.39
"China Approved Name=pyridostigmine,WHO Essential Medicine=pyridostigmine,Indian Approved Name=pyridostigmine,FDA Approved Drug=PYRIDOSTIGMINE BROMIDE",C[n+]1cccc(c1)OC(=O)N(C)C,2.78
"China Approved Name=pyridostigmine,WHO Essential Medicine=pyridostigmine,Indian Approved Name=pyridostigmine,FDA Approved Drug=PYRIDOSTIGMINE BROMIDE",C[n+]1cccc(c1)OC(=O)N(C)C,5.56
"China Approved Name=pyridostigmine,WHO Essential Medicine=pyridostigmine,Indian Approved Name=pyridostigmine,FDA Approved Drug=PYRIDOSTIGMINE BROMIDE",C[n+]1cccc(c1)OC(=O)N(C)C,11.11
"China Approved Name=pyridostigmine,WHO Essential Medicine=pyridostigmine,Indian Approved Name=pyridostigmine,FDA Approved Drug=PYRIDOSTIGMINE BROMIDE",C[n+]1cccc(c1)OC(=O)N(C)C,22.22
FDA Approved Drug=FLUDEOXYGLUCOSE F-18,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)F)O)O)O,1.39
FDA Approved Drug=FLUDEOXYGLUCOSE F-18,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)F)O)O)O,2.78
FDA Approved Drug=FLUDEOXYGLUCOSE F-18,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)F)O)O)O,5.56
FDA Approved Drug=FLUDEOXYGLUCOSE F-18,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)F)O)O)O,11.11
FDA Approved Drug=FLUDEOXYGLUCOSE F-18,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)F)O)O)O,22.22
Traditional Herbal Isolate=dulcite;dulcitol;galactitol,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,1.39
Traditional Herbal Isolate=dulcite;dulcitol;galactitol,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,2.78
Traditional Herbal Isolate=dulcite;dulcitol;galactitol,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,5.56
Traditional Herbal Isolate=dulcite;dulcitol;galactitol,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,11.11
Traditional Herbal Isolate=dulcite;dulcitol;galactitol,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,22.22
"Indian Approved Name=sorbitol;sorbitol sol,Australia Approved Name=SORBITOL,FDA Approved Drug=SORBITOL",C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,1.39
"Indian Approved Name=sorbitol;sorbitol sol,Australia Approved Name=SORBITOL,FDA Approved Drug=SORBITOL",C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,2.78
"Indian Approved Name=sorbitol;sorbitol sol,Australia Approved Name=SORBITOL,FDA Approved Drug=SORBITOL",C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,5.56
"Indian Approved Name=sorbitol;sorbitol sol,Australia Approved Name=SORBITOL,FDA Approved Drug=SORBITOL",C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,11.11
"Indian Approved Name=sorbitol;sorbitol sol,Australia Approved Name=SORBITOL,FDA Approved Drug=SORBITOL",C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,22.22
"Indian Approved Name=mannitol,Traditional Herbal Isolate=mannitol;cordycepic acid;mannit,Australia Approved Name=MANNITOL,China Approved Name=mannitol,WHO Essential Medicine=mannitol,FDA Approved Drug=MANNITOL",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,1.39
"Indian Approved Name=mannitol,Traditional Herbal Isolate=mannitol;cordycepic acid;mannit,Australia Approved Name=MANNITOL,China Approved Name=mannitol,WHO Essential Medicine=mannitol,FDA Approved Drug=MANNITOL",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,2.78
"Indian Approved Name=mannitol,Traditional Herbal Isolate=mannitol;cordycepic acid;mannit,Australia Approved Name=MANNITOL,China Approved Name=mannitol,WHO Essential Medicine=mannitol,FDA Approved Drug=MANNITOL",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,5.56
"Indian Approved Name=mannitol,Traditional Herbal Isolate=mannitol;cordycepic acid;mannit,Australia Approved Name=MANNITOL,China Approved Name=mannitol,WHO Essential Medicine=mannitol,FDA Approved Drug=MANNITOL",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,11.11
"Indian Approved Name=mannitol,Traditional Herbal Isolate=mannitol;cordycepic acid;mannit,Australia Approved Name=MANNITOL,China Approved Name=mannitol,WHO Essential Medicine=mannitol,FDA Approved Drug=MANNITOL",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,22.22
Traditional Herbal Isolate=syringic aldehyde,COc1cc(cc(c1O)OC)C=O,1.39
Traditional Herbal Isolate=syringic aldehyde,COc1cc(cc(c1O)OC)C=O,2.78
Traditional Herbal Isolate=syringic aldehyde,COc1cc(cc(c1O)OC)C=O,5.56
Traditional Herbal Isolate=syringic aldehyde,COc1cc(cc(c1O)OC)C=O,11.11
Traditional Herbal Isolate=syringic aldehyde,COc1cc(cc(c1O)OC)C=O,22.22
Indian Approved Name=glycol salicylate,c1ccc(c(c1)C(=O)OCCO)O,1.39
Indian Approved Name=glycol salicylate,c1ccc(c(c1)C(=O)OCCO)O,2.78
Indian Approved Name=glycol salicylate,c1ccc(c(c1)C(=O)OCCO)O,5.56
Indian Approved Name=glycol salicylate,c1ccc(c(c1)C(=O)OCCO)O,11.11
Indian Approved Name=glycol salicylate,c1ccc(c(c1)C(=O)OCCO)O,22.22
"WHO Essential Medicine=dacarbazine,Indian Approved Name=dacarbazine,FDA Approved Drug=DACARBAZINE",CN(C)/N=N/c1c(nc[nH]1)C(=O)N,1.39
"WHO Essential Medicine=dacarbazine,Indian Approved Name=dacarbazine,FDA Approved Drug=DACARBAZINE",CN(C)/N=N/c1c(nc[nH]1)C(=O)N,2.78
"WHO Essential Medicine=dacarbazine,Indian Approved Name=dacarbazine,FDA Approved Drug=DACARBAZINE",CN(C)/N=N/c1c(nc[nH]1)C(=O)N,5.56
"WHO Essential Medicine=dacarbazine,Indian Approved Name=dacarbazine,FDA Approved Drug=DACARBAZINE",CN(C)/N=N/c1c(nc[nH]1)C(=O)N,11.11
"WHO Essential Medicine=dacarbazine,Indian Approved Name=dacarbazine,FDA Approved Drug=DACARBAZINE",CN(C)/N=N/c1c(nc[nH]1)C(=O)N,22.22
Indian Approved Name=mephenesin,Cc1ccccc1OCC(CO)O,1.39
Indian Approved Name=mephenesin,Cc1ccccc1OCC(CO)O,2.78
Indian Approved Name=mephenesin,Cc1ccccc1OCC(CO)O,5.56
Indian Approved Name=mephenesin,Cc1ccccc1OCC(CO)O,11.11
Indian Approved Name=mephenesin,Cc1ccccc1OCC(CO)O,22.22
NPC Approved Name=benzophenone,c1ccc(cc1)C(=O)c2ccccc2,1.39
NPC Approved Name=benzophenone,c1ccc(cc1)C(=O)c2ccccc2,2.78
NPC Approved Name=benzophenone,c1ccc(cc1)C(=O)c2ccccc2,5.56
NPC Approved Name=benzophenone,c1ccc(cc1)C(=O)c2ccccc2,11.11
NPC Approved Name=benzophenone,c1ccc(cc1)C(=O)c2ccccc2,22.22
Traditional Herbal Isolate=loturine;harmane;harman,Cc1c2c(ccn1)c3ccccc3[nH]2,1.39
Traditional Herbal Isolate=loturine;harmane;harman,Cc1c2c(ccn1)c3ccccc3[nH]2,2.78
Traditional Herbal Isolate=loturine;harmane;harman,Cc1c2c(ccn1)c3ccccc3[nH]2,5.56
Traditional Herbal Isolate=loturine;harmane;harman,Cc1c2c(ccn1)c3ccccc3[nH]2,11.11
Traditional Herbal Isolate=loturine;harmane;harman,Cc1c2c(ccn1)c3ccccc3[nH]2,22.22
NPC Approved Name=etilefrine,CC[NH2+]CC(c1cccc(c1)O)O,1.39
NPC Approved Name=etilefrine,CC[NH2+]CC(c1cccc(c1)O)O,2.78
NPC Approved Name=etilefrine,CC[NH2+]CC(c1cccc(c1)O)O,5.56
NPC Approved Name=etilefrine,CC[NH2+]CC(c1cccc(c1)O)O,11.11
NPC Approved Name=etilefrine,CC[NH2+]CC(c1cccc(c1)O)O,22.22
Traditional Herbal Isolate=geranoil,CC(=CCC/C(=C/OC(=O)C)/C)C,1.39
Traditional Herbal Isolate=geranoil,CC(=CCC/C(=C/OC(=O)C)/C)C,2.78
Traditional Herbal Isolate=geranoil,CC(=CCC/C(=C/OC(=O)C)/C)C,5.56
Traditional Herbal Isolate=geranoil,CC(=CCC/C(=C/OC(=O)C)/C)C,11.11
Traditional Herbal Isolate=geranoil,CC(=CCC/C(=C/OC(=O)C)/C)C,22.22
Traditional Herbal Isolate=24-dienol,C/C=C/C=C/CCCCCCCO,1.39
Traditional Herbal Isolate=24-dienol,C/C=C/C=C/CCCCCCCO,2.78
Traditional Herbal Isolate=24-dienol,C/C=C/C=C/CCCCCCCO,5.56
Traditional Herbal Isolate=24-dienol,C/C=C/C=C/CCCCCCCO,11.11
Traditional Herbal Isolate=24-dienol,C/C=C/C=C/CCCCCCCO,22.22
China Approved Name=bambuterol HCI,C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-],1.39
China Approved Name=bambuterol HCI,C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-],2.78
China Approved Name=bambuterol HCI,C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-],5.56
China Approved Name=bambuterol HCI,C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-],11.11
China Approved Name=bambuterol HCI,C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-],22.22
"WHO Essential Medicine=eflornithine,FDA Approved Drug=EFLORNITHINE HYDROCHLORIDE",C(CC(C(F)F)(C(=O)[O-])[NH3+])C[NH3+],1.39
"WHO Essential Medicine=eflornithine,FDA Approved Drug=EFLORNITHINE HYDROCHLORIDE",C(CC(C(F)F)(C(=O)[O-])[NH3+])C[NH3+],2.78
"WHO Essential Medicine=eflornithine,FDA Approved Drug=EFLORNITHINE HYDROCHLORIDE",C(CC(C(F)F)(C(=O)[O-])[NH3+])C[NH3+],5.56
"WHO Essential Medicine=eflornithine,FDA Approved Drug=EFLORNITHINE HYDROCHLORIDE",C(CC(C(F)F)(C(=O)[O-])[NH3+])C[NH3+],11.11
"WHO Essential Medicine=eflornithine,FDA Approved Drug=EFLORNITHINE HYDROCHLORIDE",C(CC(C(F)F)(C(=O)[O-])[NH3+])C[NH3+],22.22
Australia Approved Name=SODIUM POLYSTYRENE,C=Cc1ccccc1S(=O)(=O)[O-],1.39
Australia Approved Name=SODIUM POLYSTYRENE,C=Cc1ccccc1S(=O)(=O)[O-],2.78
Australia Approved Name=SODIUM POLYSTYRENE,C=Cc1ccccc1S(=O)(=O)[O-],5.56
Australia Approved Name=SODIUM POLYSTYRENE,C=Cc1ccccc1S(=O)(=O)[O-],11.11
Australia Approved Name=SODIUM POLYSTYRENE,C=Cc1ccccc1S(=O)(=O)[O-],22.22
"US Illegal/Scheduled Drug (Schedule 3)=Methyprylon,FDA Approved Drug=METHYPRYLON",CCC1(C(=O)C(CNC1=O)C)CC,1.39
"US Illegal/Scheduled Drug (Schedule 3)=Methyprylon,FDA Approved Drug=METHYPRYLON",CCC1(C(=O)C(CNC1=O)C)CC,2.78
"US Illegal/Scheduled Drug (Schedule 3)=Methyprylon,FDA Approved Drug=METHYPRYLON",CCC1(C(=O)C(CNC1=O)C)CC,5.56
"US Illegal/Scheduled Drug (Schedule 3)=Methyprylon,FDA Approved Drug=METHYPRYLON",CCC1(C(=O)C(CNC1=O)C)CC,11.11
"US Illegal/Scheduled Drug (Schedule 3)=Methyprylon,FDA Approved Drug=METHYPRYLON",CCC1(C(=O)C(CNC1=O)C)CC,22.22
NPC Approved Name=cruex,C=CCCCCCCCCC(=O)[O-],1.39
NPC Approved Name=cruex,C=CCCCCCCCCC(=O)[O-],2.78
NPC Approved Name=cruex,C=CCCCCCCCCC(=O)[O-],5.56
NPC Approved Name=cruex,C=CCCCCCCCCC(=O)[O-],11.11
NPC Approved Name=cruex,C=CCCCCCCCCC(=O)[O-],22.22
FDA Approved Drug=ISOFLUROPHATE,CC(C)OP(=O)(OC(C)C)F,1.39
FDA Approved Drug=ISOFLUROPHATE,CC(C)OP(=O)(OC(C)C)F,2.78
FDA Approved Drug=ISOFLUROPHATE,CC(C)OP(=O)(OC(C)C)F,5.56
FDA Approved Drug=ISOFLUROPHATE,CC(C)OP(=O)(OC(C)C)F,11.11
FDA Approved Drug=ISOFLUROPHATE,CC(C)OP(=O)(OC(C)C)F,22.22
Indian Approved Name=l-cisteine hcl.,COC(=O)[C@H](c1ccc(cc1)F)[NH3+],1.39
Indian Approved Name=l-cisteine hcl.,COC(=O)[C@H](c1ccc(cc1)F)[NH3+],2.78
Indian Approved Name=l-cisteine hcl.,COC(=O)[C@H](c1ccc(cc1)F)[NH3+],5.56
Indian Approved Name=l-cisteine hcl.,COC(=O)[C@H](c1ccc(cc1)F)[NH3+],11.11
Indian Approved Name=l-cisteine hcl.,COC(=O)[C@H](c1ccc(cc1)F)[NH3+],22.22
US Illegal/Scheduled Drug (Schedule 4)=Barbital,CCC1(C(=O)NC(=O)NC1=O)CC,1.39
US Illegal/Scheduled Drug (Schedule 4)=Barbital,CCC1(C(=O)NC(=O)NC1=O)CC,2.78
US Illegal/Scheduled Drug (Schedule 4)=Barbital,CCC1(C(=O)NC(=O)NC1=O)CC,5.56
US Illegal/Scheduled Drug (Schedule 4)=Barbital,CCC1(C(=O)NC(=O)NC1=O)CC,11.11
US Illegal/Scheduled Drug (Schedule 4)=Barbital,CCC1(C(=O)NC(=O)NC1=O)CC,22.22
"China Approved Name=epinephrine;adrenaline,Indian Approved Name=adrenaline,WHO Essential Medicine=epinephrine;adrenaline,Australia Approved Name=ADRENALINE;EPINEPHRINE,FDA Approved Drug=EPINEPHRINE;EPINEPHRINE BITARTRATE",C[NH2+]C[C@@H](c1ccc(c(c1)O)O)O,1.39
"China Approved Name=epinephrine;adrenaline,Indian Approved Name=adrenaline,WHO Essential Medicine=epinephrine;adrenaline,Australia Approved Name=ADRENALINE;EPINEPHRINE,FDA Approved Drug=EPINEPHRINE;EPINEPHRINE BITARTRATE",C[NH2+]C[C@@H](c1ccc(c(c1)O)O)O,2.78
"China Approved Name=epinephrine;adrenaline,Indian Approved Name=adrenaline,WHO Essential Medicine=epinephrine;adrenaline,Australia Approved Name=ADRENALINE;EPINEPHRINE,FDA Approved Drug=EPINEPHRINE;EPINEPHRINE BITARTRATE",C[NH2+]C[C@@H](c1ccc(c(c1)O)O)O,5.56
"China Approved Name=epinephrine;adrenaline,Indian Approved Name=adrenaline,WHO Essential Medicine=epinephrine;adrenaline,Australia Approved Name=ADRENALINE;EPINEPHRINE,FDA Approved Drug=EPINEPHRINE;EPINEPHRINE BITARTRATE",C[NH2+]C[C@@H](c1ccc(c(c1)O)O)O,11.11
"China Approved Name=epinephrine;adrenaline,Indian Approved Name=adrenaline,WHO Essential Medicine=epinephrine;adrenaline,Australia Approved Name=ADRENALINE;EPINEPHRINE,FDA Approved Drug=EPINEPHRINE;EPINEPHRINE BITARTRATE",C[NH2+]C[C@@H](c1ccc(c(c1)O)O)O,22.22
FDA Approved Drug=LEVONORDEFRIN,C[C@@H]([C@@H](c1ccc(c(c1)O)O)O)[NH3+],1.39
FDA Approved Drug=LEVONORDEFRIN,C[C@@H]([C@@H](c1ccc(c(c1)O)O)O)[NH3+],2.78
FDA Approved Drug=LEVONORDEFRIN,C[C@@H]([C@@H](c1ccc(c(c1)O)O)O)[NH3+],5.56
FDA Approved Drug=LEVONORDEFRIN,C[C@@H]([C@@H](c1ccc(c(c1)O)O)O)[NH3+],11.11
FDA Approved Drug=LEVONORDEFRIN,C[C@@H]([C@@H](c1ccc(c(c1)O)O)O)[NH3+],22.22
NPC Approved Name=dibenzothiophene,c1ccc2c(c1)c3ccccc3s2,1.39
NPC Approved Name=dibenzothiophene,c1ccc2c(c1)c3ccccc3s2,2.78
NPC Approved Name=dibenzothiophene,c1ccc2c(c1)c3ccccc3s2,5.56
NPC Approved Name=dibenzothiophene,c1ccc2c(c1)c3ccccc3s2,11.11
NPC Approved Name=dibenzothiophene,c1ccc2c(c1)c3ccccc3s2,22.22
"China Approved Name=enflurane,FDA Approved Drug=ENFLURANE",C(C(OC(F)F)(F)F)(F)Cl,1.39
"China Approved Name=enflurane,FDA Approved Drug=ENFLURANE",C(C(OC(F)F)(F)F)(F)Cl,2.78
"China Approved Name=enflurane,FDA Approved Drug=ENFLURANE",C(C(OC(F)F)(F)F)(F)Cl,5.56
"China Approved Name=enflurane,FDA Approved Drug=ENFLURANE",C(C(OC(F)F)(F)F)(F)Cl,11.11
"China Approved Name=enflurane,FDA Approved Drug=ENFLURANE",C(C(OC(F)F)(F)F)(F)Cl,22.22
"China Approved Name=isoflurane,Indian Approved Name=isoflurane,WHO Essential Medicine=isoflurane,Australia Approved Name=ISOFLURANE,FDA Approved Drug=ISOFLURANE",C(C(F)(F)F)(OC(F)F)Cl,1.39
"China Approved Name=isoflurane,Indian Approved Name=isoflurane,WHO Essential Medicine=isoflurane,Australia Approved Name=ISOFLURANE,FDA Approved Drug=ISOFLURANE",C(C(F)(F)F)(OC(F)F)Cl,2.78
"China Approved Name=isoflurane,Indian Approved Name=isoflurane,WHO Essential Medicine=isoflurane,Australia Approved Name=ISOFLURANE,FDA Approved Drug=ISOFLURANE",C(C(F)(F)F)(OC(F)F)Cl,5.56
"China Approved Name=isoflurane,Indian Approved Name=isoflurane,WHO Essential Medicine=isoflurane,Australia Approved Name=ISOFLURANE,FDA Approved Drug=ISOFLURANE",C(C(F)(F)F)(OC(F)F)Cl,11.11
"China Approved Name=isoflurane,Indian Approved Name=isoflurane,WHO Essential Medicine=isoflurane,Australia Approved Name=ISOFLURANE,FDA Approved Drug=ISOFLURANE",C(C(F)(F)F)(OC(F)F)Cl,22.22
FDA Approved Drug=CHLORPHENTERMINE HYDROCHLORIDE,CC(C)(Cc1ccc(cc1)Cl)[NH3+],1.39
FDA Approved Drug=CHLORPHENTERMINE HYDROCHLORIDE,CC(C)(Cc1ccc(cc1)Cl)[NH3+],2.78
FDA Approved Drug=CHLORPHENTERMINE HYDROCHLORIDE,CC(C)(Cc1ccc(cc1)Cl)[NH3+],5.56
FDA Approved Drug=CHLORPHENTERMINE HYDROCHLORIDE,CC(C)(Cc1ccc(cc1)Cl)[NH3+],11.11
FDA Approved Drug=CHLORPHENTERMINE HYDROCHLORIDE,CC(C)(Cc1ccc(cc1)Cl)[NH3+],22.22
Indian Approved Name=secnidazole,Cc1ncc(n1CC(C)O)[N+](=O)[O-],1.39
Indian Approved Name=secnidazole,Cc1ncc(n1CC(C)O)[N+](=O)[O-],2.78
Indian Approved Name=secnidazole,Cc1ncc(n1CC(C)O)[N+](=O)[O-],5.56
Indian Approved Name=secnidazole,Cc1ncc(n1CC(C)O)[N+](=O)[O-],11.11
Indian Approved Name=secnidazole,Cc1ncc(n1CC(C)O)[N+](=O)[O-],22.22
NPC Approved Name=1-naphthaleneacetic acid,c1ccc2c(c1)cccc2CC(=O)[O-],1.39
NPC Approved Name=1-naphthaleneacetic acid,c1ccc2c(c1)cccc2CC(=O)[O-],2.78
NPC Approved Name=1-naphthaleneacetic acid,c1ccc2c(c1)cccc2CC(=O)[O-],5.56
NPC Approved Name=1-naphthaleneacetic acid,c1ccc2c(c1)cccc2CC(=O)[O-],11.11
NPC Approved Name=1-naphthaleneacetic acid,c1ccc2c(c1)cccc2CC(=O)[O-],22.22
Traditional Herbal Isolate=ecgonine,C[NH+]1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)[O-],1.39
Traditional Herbal Isolate=ecgonine,C[NH+]1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)[O-],2.78
Traditional Herbal Isolate=ecgonine,C[NH+]1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)[O-],5.56
